Область,Індекс та номер дороги,Код КОАТУУ області,Довжина (протяжність) дороги (км),Найменування дороги,Найменша ширина земляного полотна (м),"Територіальний статус (обласна, районна)"
Вінницька,С020607,0500000000,4.14,/Лисогірка-Почапинці/-Зоринці,10.0,районна
Вінницька,С020608,0500000000,4.9,Чернятин-Слобода Чернятинська,9.0,районна
Вінницька,С020609,0500000000,3.0,Олександрівка-Шевченкове,10.0,районна
Вінницька,С020610,0500000000,3.126,(М-21) - Сьомаки,10.0,районна
Вінницька,С020611,0500000000,2.8,(М-21)- Слобода Носковецька,10.0,районна
Вінницька,С020612,0500000000,2.0,Носківці-Демків,10.0,районна
Вінницька,С020613,0500000000,1.7,/станція Бар-Чернятин-Жмеринка/-Северинівка,10.0,районна
Вінницька,С020614,0500000000,1.46,(Т-02-18)- Лопатинці,10.0,районна
Вінницька,С020615,0500000000,1.5,(М-21) - Настасіївка,10.0,районна
Вінницька,С020616,0500000000,18.2,Олексіївка-Камяногірка-Лука Мовчанська,9.0,районна
Вінницька,С020617,0500000000,11.175,Носківці-Олександрівка,7.0,районна
Вінницька,С020618,0500000000,9.402,Мартинівка-Межирів-Рів,9.0,районна
Вінницька,С020619,0500000000,15.025,Кацмазів-Лука Мовчанська,10.0,районна
Вінницька,С020620,0500000000,20.073,Слобода Межирівська-Сербинівці-Кудіївці,10.0,районна
Вінницька,С020621,0500000000,3.688,Браїлів-станція Браїлів,10.0,районна
Вінницька,С020622,0500000000,2.3,(Браїлів-Тиврів)-Потоки,10.0,районна
Вінницька,С020623,0500000000,1.5,(Т-02-18) - Біликівці,10.0,районна
Вінницька,С020624,0500000000,1.3,(М-21) - Коростівці,10.0,районна
Вінницька,С020625,0500000000,10.149,Лисогірка-Почапинці,10.0,районна
Вінницька,С020626,0500000000,2.9,Чернятин-Маньківці,10.0,районна
Вінницька,С020627,0500000000,14.2,Петрани - М-21,10.0,районна
Вінницька,С020701,0500000000,1.96,Кустівці-Малі Кутищі,8.0,районна
Вінницька,С020702,0500000000,2.408,(Рогинці-Корделівка-Дружне)-Панасівка,10.0,районна
Вінницька,С020703,0500000000,6.62,Забара-Польова Лисіївка,8.0,районна
Вінницька,С020704,0500000000,2.29,Під'їзд до с.Іванів,17.0,районна
Вінницька,С020705,0500000000,3.025,/Стара Гута-Калинівка-Турбів/-Кам'яногірка,10.0,районна
Вінницька,С020706,0500000000,1.42,/Стара Гута-Калинівка-Турбів/ - Прилуцьке,8.0,районна
Вінницька,С020707,0500000000,7.143,Лемешівка-Малі Кутищі,10.0,районна
Вінницька,С020708,0500000000,2.26,Райки-Безіменне,6.0,районна
Вінницька,С020709,0500000000,3.21,Райки-Адамівка,10.0,районна
Вінницька,С020710,0500000000,3.25,Пиків-Кулибабинці,6.0,районна
Вінницька,С020711,0500000000,2.11,/Байківка-Радівка/-Грушківці,10.0,районна
Вінницька,С020712,0500000000,1.116,Мізяків-Мізяківська Слобідка,10.0,районна
Вінницька,С020713,0500000000,1.743,/Гущенці-Стрижавка/-Павленки,8.0,районна
Вінницька,С020714,0500000000,0.64,/Лопатин-Флоріанівка/-Голубівка,8.6,районна
Вінницька,С020715,0500000000,1.177,/Голендри-Нова Гребля/-Герасимівка,8.0,районна
Вінницька,С020716,0500000000,1.87,/Нападівка-Лемешівка/-Райки,10.0,районна
Вінницька,С020717,0500000000,2.656,Дружне-Лозівка,10.0,районна
Вінницька,С020718,0500000000,5.28,Мирне -Забара,10.0,районна
Вінницька,С020719,0500000000,17.524,Люлинці-Жигалівка,8.0,районна
Вінницька,С020720,0500000000,20.815,Байківка-Радівка,6.0,районна
Вінницька,С020721,0500000000,12.017,Корделівка-Залеванщина,10.0,районна
Вінницька,С020722,0500000000,6.765,Павлівка-Іванів,14.0,районна
Вінницька,С020723,0500000000,18.44,(М-21) - Нападівка-Лемешівка,6.0,районна
Вінницька,С020724,0500000000,9.826,(М-21) - Весела-Червоний Степ,10.0,районна
Вінницька,С020725,0500000000,4.878,(М-21)-Писарівка,8.0,районна
Вінницька,С020726,0500000000,4.754,(М-21)-Сальник,8.0,районна
Вінницька,С020727,0500000000,3.355,Бережани - Хомутинці,11.0,районна
Вінницька,С020728,0500000000,1.368,Підїзд до станції.Калинівка,10.0,районна
Вінницька,С020729,0500000000,5.772,Мончинці-Нападівка,10.0,районна
Вінницька,С020730,0500000000,2.701,Нападівка-Радівка,10.0,районна
Вінницька,С020731,0500000000,1.651,(М-21) - Радівка,10.0,районна
Вінницька,С020732,0500000000,4.079,(Т-02-19)-Калинівка-(М-21),11.8,районна
Вінницька,С020733,0500000000,0.497,(Т-02-19) - аеродром,16.6,районна
Вінницька,С020801,0500000000,2.0,/Кременець-Біла Церква-Ржищів-Канів-Софіївка/-Листопадівка-Пиковець,10.0,районна
Вінницька,С020802,0500000000,3.266,Пиковець-Пустоха,8.0,районна
Вінницька,С020803,0500000000,3.4,(Махнівка-Уланів)- Хліборобне,9.0,районна
Вінницька,С020804,0500000000,3.604,Безіменне-Молотківці,10.0,районна
Вінницька,С020805,0500000000,2.0,(Махнівка-Уланів)-Чернички,10.0,районна
Вінницька,С020806,0500000000,4.871,с.Козятин-Іванківці,10.0,районна
Вінницька,С020807,0500000000,2.692,Бродецьке-Дубина,10.0,районна
Вінницька,С020808,0500000000,4.4,(Пляхова-Непедівка-Білопілля)-Глухівці,7.0,районна
Вінницька,С020809,0500000000,3.32,Непедівка-Гурівці,10.0,районна
Вінницька,С020810,0500000000,3.028,/Кременець-Біла Церква-Ржищів-Канів-Софіївка/-Садове,9.0,районна
Вінницька,С020811,0500000000,1.6,/Білопілля-Вівсяники/-Рубанка,10.0,районна
Вінницька,С020812,0500000000,1.6,Воскодавинці-Вікторівка,10.0,районна
Вінницька,С020813,0500000000,3.92,Білопілля-Селище,10.0,районна
Вінницька,С020814,0500000000,4.044,Вернигородок-Велике,10.0,районна
Вінницька,С020815,0500000000,3.08,Вернигородок-Верболози,11.5,районна
Вінницька,С020816,0500000000,1.283,/Білопілля-Вівсяники/-Титусівка,10.0,районна
Вінницька,С020817,0500000000,2.9,/Білопілля-Вівсяники/-Великий Степ,10.0,районна
Вінницька,С020818,0500000000,5.0,Самгородок-Красне,10.0,районна
Вінницька,С020819,0500000000,6.85,Вівсяники-Муховата,6.6,районна
Вінницька,С020820,0500000000,12.3,Малишівка-Красне,10.0,районна
Вінницька,С020821,0500000000,9.0,Самгородок-Коритувата,10.0,районна
Вінницька,С020822,0500000000,12.0,Самгородок-Лозівка-Збараж,10.0,районна
Вінницька,С020823,0500000000,5.718,Козятин-станція Козятин-2,9.5,районна
Вінницька,С020824,0500000000,2.8,Марківці-Мшанець,10.0,районна
Вінницька,С020825,0500000000,6.485,Перемога-Немиринці,9.0,районна
Вінницька,С020826,0500000000,16.917,Жежелів-Глухівці-Панасівка,8.0,районна
Вінницька,С020827,0500000000,11.8,/Кременець-Біла Церква-Ржищів-Канів-Софіївка/-Тернівка-Поличинці,5.6,районна
